num_episode;id_acteur;nom_prenom_acteur;nom_personnage;statut
32;734;Roger Llewellyn ; Governor;Invité
32;735;Osmund Bullock ; Verger;Invité
32;736;Eamon Geoghegan ; Mulvaney;Invité
32;737;Robert Atiko ; MC;Invité
33;738;Meg Davies ; Yvonne Harrison;Invité
33;739;Eddie Webber ; Harry Repp;Invité
33;740;Anna Wilson;Jones  Sandra Harrison;Invité
33;741;Paul Freeman ; Frank Harrison;Invité
33;742;James Benson ; Paddy Flynn;Invité
33;743;Paul Hegarty ; SOCO Officer;Invité
33;744;T. P. McKenna ; Professor Sir Lionel Phelps;Invité
33;745;Helen Pearson ; Debbie Repp;Invité
33;746;Sean Wightman ; PC at Landfill;Invité
33;747;Jesse Birdsall ; John Barron;Invité
33;748;Aidan David ; Roy Holmes  (as Aidan J. David);Invité
33;749;Colin Spaull ; Chas (Pub Landlord);Invité
33;750;Simon Hepworth ; Simon Harrison;Invité
33;751;Richard Betts ; Waiter;Invité
33;752;Barbara Lott ; Mrs. Bayley;Invité
33;753;Barbara Kirby ; Shop Assistant;Invité
33;754;Annette Ekblom ; Mrs. Liz Holmes;Invité
33;755;Wesley Smith ; Newsreader;Invité
33;756;Anna Rose ; Tour Rep;Invité
33;757;Timothy Kightley ; Morse s Solicitor (as Timothy Kightly);Invité
33;758;Sharon Maiden ; Linda Barron;Invité
33;759;Alisa Bosschaert ; Josie Flynn;Invité
33;760;Ann Wenn ; Check in Clerk;Invité
1;761;John Thaw ; Chief Inspector Morse;Principal
1;762;Kevin Whately ; Detective Sergeant Lewis;Principal
1;763;James Grout ; Chief Superintendent Strange;Principal
1;764;Peter Woodthorpe ; Dr. Max DeBryn;Principal
2;761;John Thaw ; Chief Inspector Morse;Principal
2;762;Kevin Whately ; Detective Sergeant Lewis;Principal
2;764;Peter Woodthorpe ; Dr. Max DeBryn;Principal
3;761;John Thaw ; Chief Inspector Morse;Principal
3;762;Kevin Whately ; Detective Sergeant Lewis;Principal
3;764;Peter Woodthorpe ; Dr. Max DeBryn;Principal
4;761;John Thaw ; Chief Inspector Morse;Principal
4;762;Kevin Whately ; Detective Sergeant Lewis;Principal
4;764;Peter Woodthorpe ; Dr. Max DeBryn;Principal
5;761;John Thaw ; Chief Inspector Morse;Principal
5;762;Kevin Whately ; Detective Sergeant Lewis;Principal
5;764;Peter Woodthorpe ; Dr. Max DeBryn;Principal
6;761;John Thaw ; Chief Inspector Morse;Principal
6;762;Kevin Whately ; Detective Sergeant Lewis;Principal
6;764;Peter Woodthorpe ; Dr. Max DeBryn;Principal
7;761;John Thaw ; Chief Inspector Morse;Principal
7;762;Kevin Whately ; Detective Sergeant Lewis;Principal
7;764;Peter Woodthorpe ; Dr. Max DeBryn;Principal
8;761;John Thaw ; Chief Inspector Morse;Principal
8;762;Kevin Whately ; Detective Sergeant Lewis;Principal
8;765;Amanda Hillwood; Dr. Grayling Russell;Principal
9;761;John Thaw ; Chief Inspector Morse;Principal
9;762;Kevin Whately ; Detective Sergeant Lewis;Principal
9;765;Amanda Hillwood; Dr. Grayling Russell;Principal
9;763;James Grout ;Chief Superintendent Strange;Principal
10;761;John Thaw ; Chief Inspector Morse;Principal
10;762;Kevin Whately ; Detective Sergeant Lewis;Principal
10;765;Amanda Hillwood; Dr. Grayling Russell;Principal
11;761;John Thaw ; Chief Inspector Morse;Principal
11;762;Kevin Whately ; Detective Sergeant Lewis;Principal
11;765;Amanda Hillwood; Dr. Grayling Russell;Principal
11;763;James Grout;Chief Superintendent Strange;Principal
12;761;John Thaw ; Chief Inspector Morse;Principal
12;762;Kevin Whately ; Detective Sergeant Lewis;Principal
13;761;John Thaw ; Chief Inspector Morse;Principal
13;762;Kevin Whately ; Detective Sergeant Lewis;Principal
14;763;James Grout;Chief Superintendent Strange;Principal
14;761;John Thaw ; Chief Inspector Morse;Principal
14;762;Kevin Whately ; Detective Sergeant Lewis;Principal
15;763;James Grout;Chief Superintendent Strange;Principal
15;761;John Thaw ; Chief Inspector Morse;Principal
15;762;Kevin Whately ; Detective Sergeant Lewis;Principal
16;763;James Grout;Chief Superintendent Strange;Principal
16;761;John Thaw ; Chief Inspector Morse;Principal
16;762;Kevin Whately ; Detective Sergeant Lewis;Principal
17;763;James Grout;Chief Superintendent Strange;Principal
17;761;John Thaw ; Chief Inspector Morse;Principal
17;762;Kevin Whately ; Detective Sergeant Lewis;Principal
18;763;James Grout;Chief Superintendent Strange;Principal
18;761;John Thaw ; Chief Inspector Morse;Principal
18;762;Kevin Whately ; Detective Sergeant Lewis;Principal
19;763;James Grout;Chief Superintendent Strange;Principal
19;761;John Thaw ; Chief Inspector Morse;Principal
19;762;Kevin Whately ; Detective Sergeant Lewis;Principal
20;763;James Grout;Chief Superintendent Strange;Principal
20;761;John Thaw ; Chief Inspector Morse;Principal
20;762;Kevin Whately ; Detective Sergeant Lewis;Principal
21;763;James Grout;Chief Superintendent Strange;Principal
21;761;John Thaw ; Chief Inspector Morse;Principal
21;762;Kevin Whately ; Detective Sergeant Lewis;Principal
22;761;John Thaw ; Chief Inspector Morse;Principal
22;762;Kevin Whately ; Detective Sergeant Lewis;Principal
23;761;John Thaw ; Chief Inspector Morse;Principal
23;762;Kevin Whately ; Detective Sergeant Lewis;Principal
23;763;James Grout;Chief Superintendent Strange;Principal
24;761;John Thaw ; Chief Inspector Morse;Principal
24;762;Kevin Whately ; Detective Sergeant Lewis;Principal
24;763;James Grout;Chief Superintendent Strange;Principal
25;761;John Thaw ; Chief Inspector Morse;Principal
25;762;Kevin Whately ; Detective Sergeant Lewis;Principal
25;763;James Grout;Chief Superintendent Strange;Principal
26;761;John Thaw ; Chief Inspector Morse;Principal
26;762;Kevin Whately ; Detective Sergeant Lewis;Principal
26;763;James Grout;Chief Superintendent Strange;Principal
27;761;John Thaw ; Chief Inspector Morse;Principal
27;762;Kevin Whately ; Detective Sergeant Lewis;Principal
27;763;James Grout;Chief Superintendent Strange;Principal
28;761;John Thaw ; Chief Inspector Morse;Principal
28;762;Kevin Whately ; Detective Sergeant Lewis;Principal
28;763;James Grout;Chief Superintendent Strange;Principal
29;766;Clare Holman;Dr. Laura Hobson;Principal
29;761;John Thaw ; Chief Inspector Morse;Principal
29;762;Kevin Whately ; Detective Sergeant Lewis;Principal
29;763;James Grout;Chief Superintendent Strange;Principal
30;766;Clare Holman;Dr. Laura Hobson;Principal
30;761;John Thaw ; Chief Inspector Morse;Principal
30;762;Kevin Whately ; Detective Sergeant Lewis;Principal
30;763;James Grout;Chief Superintendent Strange;Principal
31;766;Clare Holman;Dr. Laura Hobson;Principal
31;761;John Thaw ; Chief Inspector Morse;Principal
31;762;Kevin Whately ; Detective Sergeant Lewis;Principal
31;763;James Grout;Chief Superintendent Strange;Principal
32;763;James Grout;Chief Superintendent Strange;Principal
32;766;Clare Holman;Dr. Laura Hobson;Principal
32;761;John Thaw ; Chief Inspector Morse;Principal
33;766;Clare Holman;Dr. Laura Hobson;Principal
33;761;John Thaw ; Chief Inspector Morse;Principal
33;762;Kevin Whately ; Detective Sergeant Lewis;Principal
33;763;James Grout;Chief Superintendent Strange;Principal
